Year,State_Code,County_Name,Population,Deaths,Death_per_cap,Median_Income_2010,Income_Error_Margin,_merge
2003,CA,Napa County,129800.0,13.0,0.00010015408320493066,67389.0,2141.0,both
2003,CA,Orange County,2940109.0,218.0,7.414691087983473e-05,74344.0,498.0,both
2003,CA,Placer County,291883.0,28.0,9.592884820287581e-05,74447.0,1226.0,both
2003,CA,Riverside County,1763765.0,150.0,8.50453433422253e-05,57768.0,598.0,both
2003,CA,Sacramento County,1324971.0,148.0,0.00011170055797447643,56439.0,590.0,both
2003,CA,San Bernardino County,1847860.0,64.0,3.4634658469797494e-05,55845.0,482.0,both
2003,CA,San Diego County,2926814.0,287.0,9.805884487364076e-05,63069.0,464.0,both
2003,CA,San Francisco County,775046.0,114.0,0.00014708804380643214,71304.0,899.0,both
2003,CA,San Joaquin County,625236.0,45.0,7.197282306201178e-05,54341.0,909.0,both
2003,CA,San Luis Obispo County,254240.0,10.0,3.933291378225299e-05,57365.0,1444.0,both
2003,CA,San Mateo County,694437.0,51.0,7.34407872852397e-05,85648.0,877.0,both
2003,CA,Santa Barbara County,402366.0,32.0,7.952958251939777e-05,60078.0,1101.0,both
2003,CA,Santa Clara County,1667762.0,78.0,4.676926324019854e-05,86850.0,730.0,both
2003,CA,Santa Cruz County,251559.0,22.0,8.745463290917836e-05,65253.0,1187.0,both
2003,CA,Shasta County,174417.0,31.0,0.0001777349684950435,43944.0,1009.0,both
2003,CA,Solano County,408397.0,29.0,7.10093365034513e-05,68409.0,1175.0,both
2003,CA,Sonoma County,463715.0,42.0,9.057287342440939e-05,63274.0,1032.0,both
2003,CA,Stanislaus County,486512.0,82.0,0.00016854671621666063,51094.0,771.0,both
2003,CA,Tulare County,386399.0,31.0,8.022795090049405e-05,43851.0,860.0,both
2003,CA,Ventura County,783840.0,87.0,0.00011099203919167177,75348.0,951.0,both
2003,CO,Adams County,378785.0,42.0,0.00011088084269440447,54666.0,666.0,both
2003,CO,Arapahoe County,514406.0,45.0,8.747953950770404e-05,58719.0,765.0,both
2003,CO,Boulder County,282126.0,20.0,7.089031142113807e-05,64839.0,1281.0,both
2003,CO,Denver County,558351.0,107.0,0.0001916357273471347,45501.0,711.0,both
2003,CO,El Paso County,551129.0,53.0,9.616623331379767e-05,56268.0,680.0,both
2003,CO,Jefferson County,526426.0,50.0,9.498011116472211e-05,66075.0,598.0,both
2003,CO,Larimer County,268671.0,23.0,8.560655969568729e-05,56447.0,1152.0,both
2003,CO,Pueblo County,147931.0,10.0,6.759908335642968e-05,40699.0,1035.0,both
2003,CO,Weld County,210635.0,11.0,5.222303985567451e-05,55596.0,1246.0,both
2003,CT,Fairfield County,892311.0,64.0,7.172387205806048e-05,81268.0,944.0,both
2003,CT,Hartford County,868343.0,79.0,9.097787395073145e-05,62590.0,606.0,both
2003,CT,Litchfield County,186795.0,12.0,6.424154822131213e-05,69639.0,1251.0,both
2003,CT,New Haven County,837258.0,80.0,9.554999773068755e-05,61114.0,667.0,both
2003,CT,New London County,265341.0,29.0,0.00010929332443911797,65419.0,1122.0,both
2003,CT,Windham County,112393.0,14.0,0.0001245629176194247,59370.0,1686.0,both
2003,DC,District of Columbia,,90.0,,,,left_only
2003,DE,Kent County,134222.0,10.0,7.450343460833545e-05,53183.0,1130.0,both
2003,DE,New Castle County,512919.0,54.0,0.00010527978101805548,62474.0,970.0,both
2003,FL,Alachua County,225862.0,11.0,4.8702304947268685e-05,40644.0,1059.0,both
2003,FL,Bay County,154726.0,21.0,0.0001357237956128899,47770.0,1179.0,both
2003,FL,Brevard County,502985.0,97.0,0.00019284869330099308,49523.0,841.0,both
2003,FL,Broward County,1719073.0,230.0,0.00013379303845735462,51694.0,461.0,both
2003,FL,Citrus County,125757.0,16.0,0.0001272294981591482,37933.0,957.0,both
2003,FL,Clay County,155357.0,16.0,0.00010298860044928777,61185.0,1255.0,both
2003,FL,Collier County,284896.0,29.0,0.00010179153094462541,58106.0,1409.0,both
2003,FL,Duval County,812238.0,127.0,0.00015635811178496943,49463.0,578.0,both
2003,FL,Escambia County,301040.0,27.0,8.968907786340686e-05,43573.0,982.0,both
2003,FL,Hernando County,142368.0,15.0,0.00010536075522589345,42011.0,955.0,both
2003,FL,Highlands County,90700.0,10.0,0.00011025358324145535,34946.0,1100.0,both
2003,FL,Hillsborough County,1071415.0,126.0,0.00011760148961886851,49536.0,530.0,both
2003,FL,Indian River County,119836.0,10.0,8.344737808338062e-05,47341.0,1249.0,both
2003,FL,Lake County,246008.0,17.0,6.910344379044584e-05,46477.0,905.0,both
2003,FL,Lee County,490139.0,77.0,0.00015709829252518164,50014.0,554.0,both
2003,FL,Leon County,248102.0,11.0,4.433660349372436e-05,44490.0,986.0,both
2003,FL,Manatee County,286175.0,42.0,0.00014676334410762646,47812.0,986.0,both
2003,FL,Marion County,279156.0,43.0,0.00015403573629081948,40339.0,645.0,both
2003,FL,Martin County,134556.0,15.0,0.00011147774904129136,53210.0,2035.0,both
2003,FL,Miami-Dade County,2352658.0,94.0,3.995480856121034e-05,43605.0,430.0,both
2003,FL,Monroe County,78880.0,17.0,0.00021551724137931034,53821.0,1818.0,both
2003,FL,Okaloosa County,178644.0,20.0,0.00011195450169051298,54242.0,1193.0,both
2003,FL,Orange County,965744.0,83.0,8.59441011282493e-05,50138.0,460.0,both
2003,FL,Osceola County,206016.0,12.0,5.824790307548928e-05,46328.0,907.0,both
2003,FL,Palm Beach County,1208940.0,199.0,0.00016460701110063361,53242.0,480.0,both
2003,FL,Pasco County,385513.0,62.0,0.00016082466739124232,44228.0,666.0,both
2003,FL,Pinellas County,923484.0,135.0,0.00014618553218030849,45258.0,514.0,both
2003,FL,Polk County,508118.0,42.0,8.265796527578239e-05,43946.0,639.0,both
2003,FL,Santa Rosa County,132549.0,21.0,0.00015843197609940476,55129.0,1483.0,both
2003,FL,Sarasota County,345161.0,62.0,0.00017962631931185737,49388.0,870.0,both
2003,FL,Seminole County,385706.0,33.0,8.555739345511866e-05,58971.0,1032.0,both
2003,FL,St. Lucie County,212555.0,21.0,9.879795817553103e-05,45196.0,1116.0,both
2003,FL,Volusia County,465989.0,48.0,0.00010300672333467099,44400.0,707.0,both
2003,GA,Bibb County,153875.0,13.0,8.448415922014622e-05,38798.0,1666.0,both
2003,GA,Cherokee County,165961.0,13.0,7.833165623248836e-05,66320.0,1319.0,both
2003,GA,Clayton County,257983.0,18.0,6.977203924289585e-05,43311.0,817.0,both
2003,GA,Cobb County,643816.0,34.0,5.28101196615182e-05,65522.0,808.0,both
2003,GA,DeKalb County,697130.0,25.0,3.586131711445498e-05,51349.0,763.0,both
2003,GA,Fulton County,881850.0,62.0,7.030674150932698e-05,56709.0,761.0,both
2003,GA,Gwinnett County,666768.0,21.0,3.1495212727665394e-05,63219.0,736.0,both
2003,GA,Muscogee County,182788.0,13.0,7.112064249294265e-05,41331.0,965.0,both
2003,GA,Richmond County,198345.0,14.0,7.058408328921828e-05,37882.0,982.0,both
2003,GA,Rockdale County,74656.0,11.0,0.00014734247749678526,55779.0,2299.0,both
2003,HI,Hawaii County,156340.0,11.0,7.035947294358449e-05,54996.0,1555.0,both
2003,HI,Honolulu County,888026.0,62.0,6.981777560566921e-05,70093.0,725.0,both
2003,IA,Polk County,390092.0,13.0,3.332547193995263e-05,56094.0,866.0,both
2003,ID,Ada County,326207.0,17.0,5.2114148378177044e-05,55835.0,830.0,both
2003,IL,Cook County,5330484.0,443.0,8.310689986125088e-05,53942.0,289.0,both
2003,IL,DuPage County,920457.0,48.0,5.214800908679058e-05,76581.0,792.0,both
2003,IL,Lake County,676086.0,37.0,5.4726765529829046e-05,78948.0,796.0,both
2003,IL,Madison County,263023.0,13.0,4.942533542693985e-05,51941.0,830.0,both
2003,IL,McHenry County,286909.0,13.0,4.5310534002070344e-05,76482.0,1169.0,both
2003,IL,McLean County,157257.0,10.0,6.359017404630636e-05,57642.0,1286.0,both
2003,IL,Will County,580392.0,26.0,4.479730940467822e-05,75906.0,811.0,both
2003,IL,Winnebago County,285120.0,25.0,8.768237934904601e-05,47198.0,875.0,both
2003,IN,Clark County,99191.0,20.0,0.0002016311963787037,47368.0,1362.0,both
2003,IN,Delaware County,119020.0,18.0,0.0001512350865400773,38066.0,956.0,both
2003,IN,Lake County,484460.0,11.0,2.2705692936465342e-05,48723.0,924.0,both
2003,IN,Madison County,131616.0,21.0,0.00015955506929248725,43256.0,963.0,both
2003,IN,Marion County,865923.0,53.0,6.120636592399093e-05,43541.0,415.0,both
2003,IN,Vanderburgh County,172850.0,15.0,8.678044547295343e-05,42396.0,925.0,both
2003,KS,Johnson County,486338.0,28.0,5.75731281536709e-05,73733.0,828.0,both
2003,KS,Sedgwick County,460981.0,46.0,9.978719296456905e-05,47848.0,717.0,both
2003,KY,Bell County,29579.0,15.0,0.0005071165353798303,24724.0,2228.0,both
2003,KY,Boone County,96717.0,11.0,0.00011373388339175119,66549.0,1545.0,both
2003,KY,Campbell County,87774.0,13.0,0.00014810764007564884,51482.0,1716.0,both
2003,KY,Fayette County,271441.0,30.0,0.00011052125507937268,47469.0,1167.0,both
2003,KY,Floyd County,42077.0,11.0,0.00026142548185469495,27907.0,1882.0,both
2003,KY,Harlan County,31807.0,13.0,0.00040871506272204233,26582.0,1897.0,both
2003,KY,Jefferson County,698411.0,88.0,0.00012600030640983603,45352.0,685.0,both
2003,KY,Kenton County,152382.0,31.0,0.00020343610137680304,53213.0,1482.0,both
2003,KY,Madison County,75204.0,12.0,0.00015956598053295037,41894.0,1633.0,both
2003,KY,Perry County,29327.0,12.0,0.0004091792546117912,29547.0,4454.0,both
2003,KY,Pike County,66831.0,19.0,0.0002842992024659215,32563.0,1444.0,both
2003,KY,Warren County,96487.0,10.0,0.00010364090499238239,43954.0,1671.0,both
2003,KY,Whitley County,36975.0,11.0,0.0002974983096686951,28122.0,2448.0,both
2003,LA,Acadia Parish,58740.0,11.0,0.00018726591760299626,37261.0,2127.0,both
2003,LA,Ascension Parish,83760.0,11.0,0.00013132760267430755,63716.0,2889.0,both
2003,LA,Bossier Parish,101803.0,16.0,0.00015716629175957487,51020.0,1496.0,both
2003,LA,Caddo Parish,249387.0,22.0,8.821630638325173e-05,37181.0,848.0,both
2003,LA,Calcasieu Parish,183589.0,25.0,0.00013617373589920964,43758.0,1562.0,both
2003,LA,East Baton Rouge Parish,411473.0,22.0,5.346644858836424e-05,46179.0,857.0,both
2003,LA,Jefferson Parish,451533.0,86.0,0.00019046226964585092,48175.0,742.0,both
2003,LA,Lafayette Parish,193915.0,24.0,0.000123765567387773,47559.0,1314.0,both
2003,LA,Livingston Parish,101066.0,23.0,0.00022757406051491103,54708.0,1820.0,both
2003,LA,Orleans Parish,467761.0,16.0,3.4205502382627024e-05,37468.0,1104.0,both
2003,LA,St. Bernard Parish,65727.0,29.0,0.000441218981544875,39200.0,2982.0,both
2003,LA,St. Landry Parish,87935.0,10.0,0.00011372036163074999,31813.0,1338.0,both
2003,LA,St. Tammany Parish,205883.0,40.0,0.00019428510367538844,60866.0,1130.0,both
2003,LA,Terrebonne Parish,105172.0,19.0,0.00018065644848438747,48437.0,1324.0,both
2003,MA,Barnstable County,228038.0,21.0,9.208991483875494e-05,60317.0,1168.0,both
2003,MA,Bristol County,545819.0,99.0,0.0001813788087259696,54955.0,849.0,both
2003,MA,Essex County,732303.0,99.0,0.000135189941868325,64153.0,773.0,both
2003,MA,Hampden County,463442.0,50.0,0.00010788836575019097,47724.0,852.0,both
2003,MA,Hampshire County,153845.0,10.0,6.500048750365628e-05,59505.0,1652.0,both
2003,MA,Middlesex County,1470427.0,148.0,0.00010065103537951901,77377.0,719.0,both
2003,MA,Norfolk County,652781.0,41.0,6.280820060632892e-05,81027.0,1039.0,both
2003,MA,Plymouth County,485444.0,48.0,9.88785524179926e-05,73131.0,895.0,both
2003,MA,Suffolk County,711144.0,129.0,0.00018139786034895885,50597.0,809.0,both
2003,MA,Worcester County,778060.0,80.0,0.00010281983394596818,64152.0,768.0,both
2003,MD,Allegany County,73314.0,15.0,0.00020459939438579263,37747.0,1758.0,both
2003,MD,Anne Arundel County,505443.0,41.0,8.1116960765111e-05,83456.0,1161.0,both
2003,MD,Baltimore County,774254.0,147.0,0.00018986017508466213,63959.0,699.0,both
2003,MD,Baltimore city,642324.0,253.0,0.0003938822152060331,,,both
2003,MD,Carroll County,162301.0,23.0,0.00014171200423903734,81621.0,1658.0,both
2003,MD,Cecil County,92369.0,13.0,0.0001407398586105728,64886.0,1872.0,both
2003,MD,Frederick County,212882.0,10.0,4.6974380173053616e-05,81686.0,1890.0,both
2003,MD,Harford County,230834.0,37.0,0.00016028834573762963,77010.0,1228.0,both
2003,MD,Howard County,262859.0,17.0,6.467345611145139e-05,103273.0,1619.0,both
2003,MD,Montgomery County,914893.0,28.0,3.060467180315075e-05,93373.0,838.0,both
2003,MD,Prince George's County,830923.0,52.0,6.25810093113321e-05,71260.0,789.0,both
2003,ME,Cumberland County,272039.0,26.0,9.55745315928966e-05,55658.0,1051.0,both
2003,ME,Penobscot County,147123.0,15.0,0.00010195550661691238,42658.0,1095.0,both
2003,ME,York County,197456.0,16.0,8.103071063933231e-05,55008.0,1025.0,both
2003,MI,Calhoun County,138521.0,15.0,0.00010828683015571647,42568.0,1058.0,both
2003,MI,Genesee County,439544.0,34.0,7.735289299819813e-05,43483.0,617.0,both
2003,MI,Ingham County,280697.0,14.0,4.9875844772120826e-05,45808.0,790.0,both
2003,MI,Kalamazoo County,243464.0,11.0,4.5181217757040054e-05,44794.0,860.0,both
2003,MI,Kent County,589458.0,31.0,5.259068500215452e-05,49532.0,603.0,both
2003,MI,Macomb County,813378.0,82.0,0.00010081413561714234,53996.0,502.0,both
2003,MI,Muskegon County,172480.0,12.0,6.957328385899815e-05,40670.0,819.0,both
2003,MI,Oakland County,1201965.0,73.0,6.0733881602209715e-05,66390.0,567.0,both
2003,MI,Saginaw County,208182.0,16.0,7.68558280735126e-05,42954.0,763.0,both
2003,MI,St. Clair County,168423.0,11.0,6.531174483295037e-05,49120.0,1240.0,both
2003,MI,Wayne County,2046478.0,183.0,8.942192391024971e-05,42241.0,327.0,both
2003,MN,Anoka County,312164.0,11.0,3.523788777693776e-05,69028.0,836.0,both
2003,MN,Hennepin County,1122285.0,63.0,5.613547360964461e-05,61328.0,421.0,both
2003,MN,Ramsey County,505612.0,25.0,4.9445028994565e-05,51915.0,565.0,both
2003,MN,St. Louis County,198882.0,15.0,7.542160678191089e-05,44941.0,700.0,both
2003,MO,Boone County,141544.0,11.0,7.771435030803142e-05,45786.0,1288.0,both
2003,MO,Clay County,196380.0,20.0,0.00010184336490477646,58559.0,1269.0,both
2003,MO,Greene County,247583.0,40.0,0.00016156198123457589,41059.0,771.0,both
2003,MO,Jackson County,666782.0,48.0,7.198754615451526e-05,46252.0,596.0,both
2003,MO,Jefferson County,205097.0,13.0,6.338464238872338e-05,56756.0,1109.0,both
2003,MO,St. Charles County,310632.0,12.0,3.863092018851889e-05,70331.0,1000.0,both
2003,MO,St. Francois County,57693.0,12.0,0.00020799750402995164,38589.0,1903.0,both
2003,MO,St. Louis County,1008956.0,70.0,6.937864485666373e-05,57561.0,701.0,both
2003,MO,St. Louis city,348039.0,49.0,0.00014078881964377555,33652.0,762.0,both
2003,MS,Hancock County,44839.0,11.0,0.00024532215259037894,44494.0,2755.0,both
2003,MS,Harrison County,191012.0,29.0,0.00015182292212007623,45668.0,1220.0,both
2003,MS,Jackson County,132826.0,23.0,0.00017315886949844156,47906.0,2155.0,both
2003,MT,Missoula County,99832.0,11.0,0.00011018511098645725,42887.0,1381.0,both
2003,MT,Yellowstone County,133054.0,11.0,8.267320035474319e-05,48641.0,1222.0,both
2003,NC,Brunswick County,80880.0,10.0,0.00012363996043521266,45806.0,1167.0,both
2003,NC,Buncombe County,213210.0,22.0,0.00010318465362787862,44190.0,1057.0,both
2003,NC,Burke County,88889.0,10.0,0.00011249985937517578,37139.0,1740.0,both
2003,NC,Catawba County,146841.0,17.0,0.00011577148071723837,43484.0,1208.0,both
2003,NC,Cleveland County,97638.0,12.0,0.00012290296810667977,38208.0,1544.0,both
2003,NC,Cumberland County,310213.0,13.0,4.190668991950692e-05,43834.0,861.0,both
2003,NC,Davidson County,151385.0,18.0,0.00011890213693562771,44249.0,1037.0,both
2003,NC,Durham County,236753.0,14.0,5.9133358394613796e-05,49894.0,1328.0,both
2003,NC,Forsyth County,320417.0,20.0,6.241866068279773e-05,46749.0,832.0,both
2003,NC,Gaston County,192306.0,29.0,0.00015080132705167805,43253.0,1133.0,both
2003,NC,Guilford County,434703.0,29.0,6.67122150065677e-05,45676.0,748.0,both
2003,NC,Henderson County,93562.0,13.0,0.00013894529830486737,46446.0,2033.0,both
2003,NC,Iredell County,132950.0,12.0,9.025949605114705e-05,48962.0,1572.0,both
2003,NC,Mecklenburg County,755018.0,38.0,5.032992590905118e-05,55294.0,685.0,both
2003,NC,New Hanover County,170309.0,20.0,0.00011743360597502187,48553.0,1155.0,both
2003,NC,Pitt County,139406.0,11.0,7.890621637519189e-05,38592.0,1256.0,both
2003,NC,Rockingham County,92199.0,11.0,0.00011930715083677698,39231.0,1310.0,both
2003,NC,Rowan County,133261.0,10.0,7.504070958494984e-05,43596.0,2124.0,both
2003,NC,Rutherford County,63042.0,10.0,0.000158624409124076,35364.0,1507.0,both
2003,NC,Wake County,701347.0,41.0,5.845893687432897e-05,63770.0,735.0,both
2003,NC,Wilkes County,66577.0,15.0,0.00022530303257881852,33438.0,1750.0,both
2003,NH,Hillsborough County,393018.0,23.0,5.8521492654280466e-05,69321.0,928.0,both
2003,NH,Merrimack County,143278.0,14.0,9.771214003545555e-05,63012.0,1363.0,both
2003,NH,Rockingham County,289023.0,19.0,6.573871283600267e-05,75825.0,1263.0,both
2003,NH,Strafford County,117065.0,12.0,0.00010250715414513305,57809.0,1695.0,both
2003,NJ,Atlantic County,261810.0,34.0,0.0001298651693976548,54766.0,1130.0,both
2003,NJ,Bergen County,889739.0,55.0,6.181588083696454e-05,81708.0,875.0,both
2003,NJ,Burlington County,442581.0,26.0,5.8746308585321104e-05,76258.0,858.0,both
2003,NJ,Camden County,510584.0,49.0,9.596853798787272e-05,60976.0,849.0,both
2003,NJ,Cumberland County,148722.0,14.0,9.413536665725314e-05,50651.0,1423.0,both
2003,NJ,Essex County,790601.0,86.0,0.00010877800559321326,55125.0,864.0,both
2003,NJ,Gloucester County,268257.0,25.0,9.31942130121488e-05,72664.0,1519.0,both
2003,NJ,Hudson County,603469.0,47.0,7.788303955961284e-05,55275.0,853.0,both
2003,NJ,Mercer County,358669.0,15.0,4.182128926670552e-05,71217.0,1289.0,both
2003,NJ,Middlesex County,770336.0,55.0,7.139741619241474e-05,77615.0,858.0,both
2003,NJ,Monmouth County,636145.0,52.0,8.174237005714106e-05,82265.0,1003.0,both
2003,NJ,Morris County,479532.0,30.0,6.256099697204775e-05,96747.0,1366.0,both
2003,NJ,Ocean County,545479.0,34.0,6.233053884750834e-05,59620.0,714.0,both
2003,NJ,Passaic County,492259.0,28.0,5.688062584940042e-05,54944.0,1164.0,both
2003,NJ,Somerset County,309267.0,18.0,5.820213601839187e-05,97440.0,1679.0,both
2003,NJ,Sussex County,149553.0,13.0,8.69257052683664e-05,83089.0,1691.0,both
2003,NJ,Union County,525048.0,27.0,5.1423869817616675e-05,66791.0,959.0,both
2003,NJ,Warren County,108349.0,10.0,9.229434512547416e-05,71364.0,1878.0,both
2003,NM,Bernalillo County,582986.0,144.0,0.0002470042162247464,47481.0,651.0,both
2003,NM,Chaves County,60757.0,18.0,0.0002962621590927794,37524.0,1771.0,both
2003,NM,Dona Ana County,,19.0,,,,left_only
2003,NM,Rio Arriba County,40643.0,12.0,0.000295253795241493,41437.0,3100.0,both
2003,NM,San Juan County,119780.0,12.0,0.00010018367006177993,46189.0,1294.0,both
2003,NM,Sandoval County,98403.0,11.0,0.00011178520980051422,57158.0,1689.0,both
2003,NM,Santa Fe County,136576.0,24.0,0.00017572633552014996,52696.0,1411.0,both
2003,NM,Valencia County,67863.0,17.0,0.00025050469327910646,42044.0,1656.0,both
2003,NV,Clark County,1572924.0,247.0,0.00015703238045830569,56258.0,505.0,both
2003,NV,Washoe County,371231.0,59.0,0.00015893069274925854,55658.0,765.0,both
2003,NY,Bronx County,1353712.0,131.0,9.677095275804602e-05,34264.0,474.0,both
2003,NY,Kings County,2483164.0,216.0,8.698579715234273e-05,43567.0,444.0,both
2003,NY,Nassau County,1353565.0,21.0,1.5514585557398424e-05,93613.0,921.0,both
2003,NY,New York County,1578815.0,197.0,0.00012477712714915933,64971.0,675.0,both
2003,NY,Onondaga County,457139.0,10.0,2.1875184571869825e-05,50676.0,689.0,both
2003,NY,Queens County,2244238.0,142.0,6.327314660922772e-05,55291.0,482.0,both
2003,NY,Richmond County,466789.0,26.0,5.569968443986469e-05,71084.0,1130.0,both
2003,NY,Suffolk County,1486783.0,22.0,1.4797048392401581e-05,84506.0,863.0,both
2003,NY,Westchester County,944440.0,15.0,1.5882427682012622e-05,79619.0,1003.0,both
2003,OH,Butler County,341766.0,22.0,6.437152905789341e-05,54788.0,938.0,both
2003,OH,Clark County,141915.0,11.0,7.751118627347356e-05,44141.0,1052.0,both
2003,OH,Clermont County,184574.0,11.0,5.9596692925330765e-05,58472.0,1226.0,both
2003,OH,Cuyahoga County,1355668.0,99.0,7.302672925819596e-05,43603.0,382.0,both
2003,OH,Franklin County,1092518.0,74.0,6.773343780148244e-05,49087.0,516.0,both
2003,OH,Greene County,153251.0,15.0,9.78786435325055e-05,56679.0,1573.0,both
2003,OH,Hamilton County,847484.0,73.0,8.613731940662007e-05,48234.0,514.0,both
2003,OH,Jefferson County,71381.0,11.0,0.0001541026323531472,37527.0,1239.0,both
2003,OH,Licking County,150126.0,11.0,7.327178503390485e-05,53291.0,1203.0,both
2003,OH,Lorain County,293155.0,13.0,4.434514164861592e-05,52066.0,836.0,both
2003,OH,Lucas County,463174.0,19.0,4.1021300850220434e-05,42072.0,582.0,both
2003,OH,Mahoning County,250382.0,14.0,5.591456254842601e-05,40123.0,716.0,both
2003,OH,Montgomery County,550494.0,52.0,9.446061174145404e-05,43965.0,517.0,both
2003,OH,Stark County,379234.0,10.0,2.636894371285275e-05,44941.0,673.0,both
2003,OH,Summit County,545829.0,48.0,8.793962944438642e-05,47926.0,713.0,both
2003,OH,Trumbull County,220357.0,20.0,9.076180924590551e-05,42296.0,836.0,both
2003,OH,Warren County,180779.0,14.0,7.744262331354858e-05,71274.0,1318.0,both
2003,OK,Cleveland County,219499.0,15.0,6.833744117285272e-05,52688.0,1034.0,both
2003,OK,Oklahoma County,676646.0,75.0,0.0001108408237098867,42916.0,590.0,both
2003,OK,Tulsa County,569584.0,100.0,0.0001755667294025113,45613.0,703.0,both
2003,OR,Clackamas County,355730.0,18.0,5.0600174289489216e-05,62007.0,954.0,both
2003,OR,Douglas County,101307.0,10.0,9.870986210232264e-05,39711.0,1014.0,both
2003,OR,Jackson County,189469.0,17.0,8.97244404097768e-05,44142.0,1031.0,both
2003,OR,Lane County,330447.0,18.0,5.447167019219421e-05,42923.0,720.0,both
2003,OR,Marion County,296530.0,10.0,3.372340066772333e-05,46069.0,960.0,both
2003,OR,Multnomah County,678549.0,99.0,0.00014589955920648324,49618.0,609.0,both
2003,OR,Washington County,478103.0,17.0,3.55571916511714e-05,62574.0,899.0,both
2003,PA,Allegheny County,1257196.0,197.0,0.00015669792140604965,47961.0,383.0,both
2003,PA,Beaver County,177887.0,20.0,0.00011243092525029934,46190.0,958.0,both
2003,PA,Bedford County,49759.0,11.0,0.00022106553588295585,40249.0,1172.0,both
2003,PA,Berks County,384547.0,27.0,7.021248377961602e-05,53470.0,685.0,both
2003,PA,Blair County,126844.0,21.0,0.00016555769291413074,42363.0,1030.0,both
2003,PA,Bucks County,610131.0,69.0,0.00011309046745698874,74828.0,843.0,both
2003,PA,Butler County,178664.0,13.0,7.276228003403035e-05,56878.0,1110.0,both
2003,PA,Cambria County,148710.0,20.0,0.00013448994687647098,39574.0,955.0,both
2003,PA,Chester County,455877.0,16.0,3.509718630244562e-05,84741.0,1091.0,both
2003,PA,Dauphin County,252932.0,10.0,3.9536318061771543e-05,52371.0,973.0,both
2003,PA,Delaware County,552355.0,75.0,0.00013578224149324257,61876.0,881.0,both
2003,PA,Erie County,282200.0,16.0,5.669737774627923e-05,43595.0,802.0,both
2003,PA,Fayette County,145382.0,19.0,0.00013069018172813692,34796.0,1060.0,both
2003,PA,Lackawanna County,209887.0,28.0,0.0001334051179920624,43673.0,1128.0,both
2003,PA,Lancaster County,481803.0,25.0,5.1888427427807634e-05,54765.0,568.0,both
2003,PA,Lawrence County,93258.0,10.0,0.00010722940659246392,42570.0,1119.0,both
2003,PA,Lehigh County,320354.0,33.0,0.000103011044032539,53541.0,705.0,both
2003,PA,Luzerne County,312701.0,46.0,0.0001471053818184144,42224.0,696.0,both
2003,PA,Mercer County,119117.0,13.0,0.00010913639530881402,42573.0,926.0,both
2003,PA,Monroe County,152999.0,17.0,0.00011111183733227014,56733.0,2133.0,both
2003,PA,Montgomery County,768240.0,67.0,8.721232948037071e-05,76380.0,670.0,both
2003,PA,Northampton County,277232.0,13.0,4.6892133664223466e-05,58762.0,938.0,both
2003,PA,Philadelphia County,1510068.0,278.0,0.0001840976697738115,36251.0,397.0,both
2003,PA,Schuylkill County,147281.0,10.0,6.789742057699228e-05,42315.0,1034.0,both
2003,PA,Somerset County,79380.0,10.0,0.00012597631645250694,39194.0,1372.0,both
