STATE,COUNTY,STNAME,CTYNAME,Year,Population,State_Code,Median_Income_2010,Income_Error_Margin
5,91,Arkansas,Miller County,2000,40443.0,AR,40307.0,1961.0
5,93,Arkansas,Mississippi County,2000,51979.0,AR,33407.0,2755.0
5,95,Arkansas,Monroe County,2000,10254.0,AR,29964.0,3414.0
5,97,Arkansas,Montgomery County,2000,9245.0,AR,35705.0,3720.0
5,99,Arkansas,Nevada County,2000,9955.0,AR,38375.0,6215.0
5,101,Arkansas,Newton County,2000,8608.0,AR,27441.0,3825.0
5,103,Arkansas,Ouachita County,2000,28790.0,AR,31259.0,2479.0
5,105,Arkansas,Perry County,2000,10209.0,AR,43635.0,3483.0
5,107,Arkansas,Phillips County,2000,26445.0,AR,27361.0,1683.0
5,109,Arkansas,Pike County,2000,11303.0,AR,32806.0,4259.0
5,111,Arkansas,Poinsett County,2000,25614.0,AR,32267.0,1581.0
5,113,Arkansas,Polk County,2000,20229.0,AR,32525.0,2196.0
5,115,Arkansas,Pope County,2000,54469.0,AR,39841.0,1475.0
5,117,Arkansas,Prairie County,2000,9539.0,AR,35346.0,2660.0
5,119,Arkansas,Pulaski County,2000,361474.0,AR,45121.0,783.0
5,121,Arkansas,Randolph County,2000,18195.0,AR,30222.0,3828.0
5,123,Arkansas,St. Francis County,2000,29329.0,AR,27019.0,2493.0
5,125,Arkansas,Saline County,2000,83529.0,AR,51502.0,1235.0
5,127,Arkansas,Scott County,2000,10996.0,AR,36417.0,3310.0
5,129,Arkansas,Searcy County,2000,8261.0,AR,28811.0,2663.0
5,131,Arkansas,Sebastian County,2000,115071.0,AR,39482.0,1078.0
5,133,Arkansas,Sevier County,2000,15757.0,AR,34383.0,2954.0
5,135,Arkansas,Sharp County,2000,17119.0,AR,31135.0,2373.0
5,137,Arkansas,Stone County,2000,11499.0,AR,30380.0,4411.0
5,139,Arkansas,Union County,2000,45629.0,AR,36464.0,2779.0
5,141,Arkansas,Van Buren County,2000,16192.0,AR,31960.0,2566.0
5,143,Arkansas,Washington County,2000,157715.0,AR,42303.0,1076.0
5,145,Arkansas,White County,2000,67165.0,AR,39178.0,1858.0
5,147,Arkansas,Woodruff County,2000,8741.0,AR,27186.0,2171.0
5,149,Arkansas,Yell County,2000,21139.0,AR,36606.0,2991.0
6,1,California,Alameda County,2000,1443741.0,CA,69384.0,876.0
6,3,California,Alpine County,2000,1208.0,CA,63478.0,16309.0
6,5,California,Amador County,2000,35100.0,CA,54758.0,3340.0
6,7,California,Butte County,2000,203171.0,CA,43170.0,982.0
6,9,California,Calaveras County,2000,40554.0,CA,54971.0,4905.0
6,11,California,Colusa County,2000,18804.0,CA,48016.0,4404.0
6,13,California,Contra Costa County,2000,948816.0,CA,78385.0,859.0
6,15,California,Del Norte County,2000,27507.0,CA,36118.0,4870.0
6,17,California,El Dorado County,2000,156299.0,CA,70000.0,1769.0
6,19,California,Fresno County,2000,799407.0,CA,46430.0,658.0
6,21,California,Glenn County,2000,26453.0,CA,43074.0,2413.0
6,23,California,Humboldt County,2000,126518.0,CA,40089.0,1219.0
6,25,California,Imperial County,2000,142361.0,CA,38685.0,1312.0
6,27,California,Inyo County,2000,17945.0,CA,44808.0,3693.0
6,29,California,Kern County,2000,661645.0,CA,47089.0,691.0
6,31,California,Kings County,2000,129461.0,CA,48684.0,1892.0
6,33,California,Lake County,2000,58309.0,CA,39491.0,1615.0
6,35,California,Lassen County,2000,33828.0,CA,50317.0,4275.0
6,37,California,Los Angeles County,2000,9519338.0,CA,55476.0,234.0
6,39,California,Madera County,2000,123109.0,CA,46039.0,1652.0
6,41,California,Marin County,2000,247289.0,CA,89268.0,1957.0
6,43,California,Mariposa County,2000,17130.0,CA,49098.0,5838.0
6,45,California,Mendocino County,2000,86265.0,CA,43759.0,1346.0
6,47,California,Merced County,2000,210554.0,CA,43844.0,1566.0
6,49,California,Modoc County,2000,9449.0,CA,34588.0,2797.0
6,51,California,Mono County,2000,12853.0,CA,55087.0,7461.0
6,53,California,Monterey County,2000,401762.0,CA,59271.0,1270.0
6,55,California,Napa County,2000,124279.0,CA,67389.0,2141.0
6,57,California,Nevada County,2000,92033.0,CA,57121.0,1881.0
6,59,California,Orange County,2000,2846289.0,CA,74344.0,498.0
6,61,California,Placer County,2000,248399.0,CA,74447.0,1226.0
6,63,California,Plumas County,2000,20824.0,CA,44000.0,2761.0
6,65,California,Riverside County,2000,1545387.0,CA,57768.0,598.0
6,67,California,Sacramento County,2000,1223499.0,CA,56439.0,590.0
6,69,California,San Benito County,2000,53234.0,CA,65771.0,2445.0
6,71,California,San Bernardino County,2000,1709434.0,CA,55845.0,482.0
6,73,California,San Diego County,2000,2813833.0,CA,63069.0,464.0
6,75,California,San Francisco County,2000,776733.0,CA,71304.0,899.0
6,77,California,San Joaquin County,2000,563598.0,CA,54341.0,909.0
6,79,California,San Luis Obispo County,2000,246681.0,CA,57365.0,1444.0
6,81,California,San Mateo County,2000,707161.0,CA,85648.0,877.0
6,83,California,Santa Barbara County,2000,399347.0,CA,60078.0,1101.0
6,85,California,Santa Clara County,2000,1682585.0,CA,86850.0,730.0
6,87,California,Santa Cruz County,2000,255602.0,CA,65253.0,1187.0
6,89,California,Shasta County,2000,163256.0,CA,43944.0,1009.0
6,91,California,Sierra County,2000,3555.0,CA,52950.0,11434.0
6,93,California,Siskiyou County,2000,44301.0,CA,36981.0,1402.0
6,95,California,Solano County,2000,394542.0,CA,68409.0,1175.0
6,97,California,Sonoma County,2000,458614.0,CA,63274.0,1032.0
6,99,California,Stanislaus County,2000,446997.0,CA,51094.0,771.0
6,101,California,Sutter County,2000,78930.0,CA,50944.0,1785.0
6,103,California,Tehama County,2000,56039.0,CA,38137.0,1107.0
6,105,California,Trinity County,2000,13022.0,CA,38725.0,4735.0
6,107,California,Tulare County,2000,368021.0,CA,43851.0,860.0
6,109,California,Tuolumne County,2000,54501.0,CA,47462.0,2518.0
6,111,California,Ventura County,2000,753197.0,CA,75348.0,951.0
6,113,California,Yolo County,2000,168660.0,CA,57077.0,1608.0
6,115,California,Yuba County,2000,60219.0,CA,46807.0,2824.0
8,1,Colorado,Adams County,2000,363857.0,CO,54666.0,666.0
8,3,Colorado,Alamosa County,2000,14966.0,CO,35935.0,2663.0
8,5,Colorado,Arapahoe County,2000,487967.0,CO,58719.0,765.0
8,7,Colorado,Archuleta County,2000,9898.0,CO,56068.0,8196.0
8,9,Colorado,Baca County,2000,4517.0,CO,36017.0,2974.0
8,11,Colorado,Bent County,2000,5998.0,CO,36412.0,4029.0
8,13,Colorado,Boulder County,2000,291288.0,CO,64839.0,1281.0
8,14,Colorado,Broomfield County,2000,,CO,75590.0,3020.0
8,15,Colorado,Chaffee County,2000,16242.0,CO,42941.0,3390.0
8,17,Colorado,Cheyenne County,2000,2231.0,CO,47125.0,9810.0
8,19,Colorado,Clear Creek County,2000,9322.0,CO,60426.0,3876.0
8,21,Colorado,Conejos County,2000,8400.0,CO,33627.0,2245.0
8,23,Colorado,Costilla County,2000,3663.0,CO,24388.0,4494.0
8,25,Colorado,Crowley County,2000,5518.0,CO,38189.0,5852.0
8,27,Colorado,Custer County,2000,3503.0,CO,39909.0,8354.0
8,29,Colorado,Delta County,2000,27834.0,CO,40451.0,1576.0
8,31,Colorado,Denver County,2000,554636.0,CO,45501.0,711.0
8,33,Colorado,Dolores County,2000,1844.0,CO,43058.0,5318.0
8,35,Colorado,Douglas County,2000,175766.0,CO,99198.0,1710.0
8,37,Colorado,Eagle County,2000,41659.0,CO,71337.0,3734.0
8,39,Colorado,Elbert County,2000,19872.0,CO,78958.0,4521.0
8,41,Colorado,El Paso County,2000,516929.0,CO,56268.0,680.0
8,43,Colorado,Fremont County,2000,46145.0,CO,37847.0,2026.0
8,45,Colorado,Garfield County,2000,43791.0,CO,64902.0,3051.0
8,47,Colorado,Gilpin County,2000,4757.0,CO,58036.0,5859.0
8,49,Colorado,Grand County,2000,12442.0,CO,60433.0,3396.0
8,51,Colorado,Gunnison County,2000,13956.0,CO,49356.0,4672.0
8,53,Colorado,Hinsdale County,2000,790.0,CO,74659.0,34128.0
8,55,Colorado,Huerfano County,2000,7862.0,CO,30058.0,4880.0
8,57,Colorado,Jackson County,2000,1577.0,CO,37222.0,8483.0
8,59,Colorado,Jefferson County,2000,527056.0,CO,66075.0,598.0
8,61,Colorado,Kiowa County,2000,1622.0,CO,40089.0,5763.0
8,63,Colorado,Kit Carson County,2000,8011.0,CO,41678.0,6174.0
8,65,Colorado,Lake County,2000,7812.0,CO,41103.0,3201.0
8,67,Colorado,La Plata County,2000,43941.0,CO,56422.0,1984.0
8,69,Colorado,Larimer County,2000,251494.0,CO,56447.0,1152.0
8,71,Colorado,Las Animas County,2000,15207.0,CO,38134.0,2833.0
8,73,Colorado,Lincoln County,2000,6087.0,CO,41616.0,3517.0
8,75,Colorado,Logan County,2000,20504.0,CO,40961.0,2888.0
8,77,Colorado,Mesa County,2000,116255.0,CO,52067.0,1262.0
8,79,Colorado,Mineral County,2000,831.0,CO,53438.0,5133.0
8,81,Colorado,Moffat County,2000,13184.0,CO,53587.0,5142.0
8,83,Colorado,Montezuma County,2000,23830.0,CO,44103.0,2548.0
8,85,Colorado,Montrose County,2000,33432.0,CO,46590.0,1888.0
8,87,Colorado,Morgan County,2000,27171.0,CO,43111.0,2847.0
8,89,Colorado,Otero County,2000,20311.0,CO,34142.0,2258.0
8,91,Colorado,Ouray County,2000,3742.0,CO,58393.0,7207.0
8,93,Colorado,Park County,2000,14523.0,CO,64098.0,4248.0
8,95,Colorado,Phillips County,2000,4480.0,CO,44084.0,2605.0
8,97,Colorado,Pitkin County,2000,14872.0,CO,64502.0,6966.0
8,99,Colorado,Prowers County,2000,14483.0,CO,33969.0,3177.0
8,101,Colorado,Pueblo County,2000,141472.0,CO,40699.0,1035.0
8,103,Colorado,Rio Blanco County,2000,5986.0,CO,57992.0,7388.0
8,105,Colorado,Rio Grande County,2000,12413.0,CO,39871.0,4535.0
8,107,Colorado,Routt County,2000,19690.0,CO,60876.0,3831.0
8,109,Colorado,Saguache County,2000,5917.0,CO,30430.0,3756.0
8,111,Colorado,San Juan County,2000,558.0,CO,43783.0,5649.0
8,113,Colorado,San Miguel County,2000,6594.0,CO,66399.0,6190.0
8,115,Colorado,Sedgwick County,2000,2747.0,CO,37625.0,4430.0
8,117,Colorado,Summit County,2000,23548.0,CO,68750.0,5893.0
8,119,Colorado,Teller County,2000,20555.0,CO,58080.0,3305.0
8,121,Colorado,Washington County,2000,4926.0,CO,39735.0,3402.0
8,123,Colorado,Weld County,2000,180936.0,CO,55596.0,1246.0
8,125,Colorado,Yuma County,2000,9841.0,CO,42114.0,4949.0
9,1,Connecticut,Fairfield County,2000,882567.0,CT,81268.0,944.0
9,3,Connecticut,Hartford County,2000,857183.0,CT,62590.0,606.0
9,5,Connecticut,Litchfield County,2000,182193.0,CT,69639.0,1251.0
9,7,Connecticut,Middlesex County,2000,155071.0,CT,74906.0,1589.0
9,9,Connecticut,New Haven County,2000,824008.0,CT,61114.0,667.0
9,11,Connecticut,New London County,2000,259088.0,CT,65419.0,1122.0
9,13,Connecticut,Tolland County,2000,136364.0,CT,77175.0,2008.0
9,15,Connecticut,Windham County,2000,109091.0,CT,59370.0,1686.0
10,1,Delaware,Kent County,2000,126697.0,DE,53183.0,1130.0
10,3,Delaware,New Castle County,2000,500265.0,DE,62474.0,970.0
10,5,Delaware,Sussex County,2000,156638.0,DE,51046.0,1023.0
12,1,Florida,Alachua County,2000,217955.0,FL,40644.0,1059.0
12,3,Florida,Baker County,2000,22259.0,FL,47276.0,3422.0
12,5,Florida,Bay County,2000,148217.0,FL,47770.0,1179.0
12,7,Florida,Bradford County,2000,26088.0,FL,41126.0,2609.0
12,9,Florida,Brevard County,2000,476230.0,FL,49523.0,841.0
12,11,Florida,Broward County,2000,1623018.0,FL,51694.0,461.0
12,13,Florida,Calhoun County,2000,13017.0,FL,31699.0,6622.0
12,15,Florida,Charlotte County,2000,141627.0,FL,45037.0,1157.0
12,17,Florida,Citrus County,2000,118085.0,FL,37933.0,957.0
12,19,Florida,Clay County,2000,140814.0,FL,61185.0,1255.0
12,21,Florida,Collier County,2000,251377.0,FL,58106.0,1409.0
12,23,Florida,Columbia County,2000,56513.0,FL,38214.0,2543.0
12,27,Florida,DeSoto County,2000,32209.0,FL,35979.0,1645.0
12,29,Florida,Dixie County,2000,13827.0,FL,32312.0,2615.0
12,31,Florida,Duval County,2000,778879.0,FL,49463.0,578.0
12,33,Florida,Escambia County,2000,294410.0,FL,43573.0,982.0
12,35,Florida,Flagler County,2000,49832.0,FL,48090.0,1521.0
12,37,Florida,Franklin County,2000,11057.0,FL,36490.0,3176.0
12,39,Florida,Gadsden County,2000,45087.0,FL,35728.0,3152.0
12,41,Florida,Gilchrist County,2000,14437.0,FL,37039.0,5693.0
12,43,Florida,Glades County,2000,10576.0,FL,39429.0,3776.0
12,45,Florida,Gulf County,2000,13332.0,FL,39178.0,3100.0
12,47,Florida,Hamilton County,2000,13327.0,FL,37613.0,3384.0
12,49,Florida,Hardee County,2000,26938.0,FL,37466.0,3630.0
12,51,Florida,Hendry County,2000,36210.0,FL,37298.0,3997.0
12,53,Florida,Hernando County,2000,130802.0,FL,42011.0,955.0
12,55,Florida,Highlands County,2000,87366.0,FL,34946.0,1100.0
12,57,Florida,Hillsborough County,2000,998948.0,FL,49536.0,530.0
12,59,Florida,Holmes County,2000,18564.0,FL,32247.0,2360.0
12,61,Florida,Indian River County,2000,112947.0,FL,47341.0,1249.0
12,63,Florida,Jackson County,2000,46755.0,FL,38257.0,1700.0
12,65,Florida,Jefferson County,2000,12902.0,FL,41359.0,5204.0
12,67,Florida,Lafayette County,2000,7022.0,FL,46445.0,8156.0
12,69,Florida,Lake County,2000,210528.0,FL,46477.0,905.0
12,71,Florida,Lee County,2000,440888.0,FL,50014.0,554.0
12,73,Florida,Leon County,2000,239452.0,FL,44490.0,986.0
12,75,Florida,Levy County,2000,34450.0,FL,35737.0,1992.0
12,77,Florida,Liberty County,2000,7021.0,FL,40777.0,6131.0
12,79,Florida,Madison County,2000,18733.0,FL,37459.0,4300.0
12,81,Florida,Manatee County,2000,264002.0,FL,47812.0,986.0
12,83,Florida,Marion County,2000,258916.0,FL,40339.0,645.0
12,85,Florida,Martin County,2000,126731.0,FL,53210.0,2035.0
12,86,Florida,Miami-Dade County,2000,2253362.0,FL,43605.0,430.0
12,87,Florida,Monroe County,2000,79589.0,FL,53821.0,1818.0
12,89,Florida,Nassau County,2000,57663.0,FL,58712.0,3276.0
12,91,Florida,Okaloosa County,2000,170498.0,FL,54242.0,1193.0
12,93,Florida,Okeechobee County,2000,35910.0,FL,38339.0,3410.0
12,95,Florida,Orange County,2000,896344.0,FL,50138.0,460.0
12,97,Florida,Osceola County,2000,172493.0,FL,46328.0,907.0
12,99,Florida,Palm Beach County,2000,1131184.0,FL,53242.0,480.0
12,101,Florida,Pasco County,2000,344765.0,FL,44228.0,666.0
12,103,Florida,Pinellas County,2000,921482.0,FL,45258.0,514.0
12,105,Florida,Polk County,2000,483924.0,FL,43946.0,639.0
12,107,Florida,Putnam County,2000,70423.0,FL,34645.0,1755.0
12,109,Florida,St. Johns County,2000,123135.0,FL,62663.0,1464.0
12,111,Florida,St. Lucie County,2000,192695.0,FL,45196.0,1116.0
12,113,Florida,Santa Rosa County,2000,117743.0,FL,55129.0,1483.0
12,115,Florida,Sarasota County,2000,325957.0,FL,49388.0,870.0
12,117,Florida,Seminole County,2000,365196.0,FL,58971.0,1032.0
12,119,Florida,Sumter County,2000,53345.0,FL,43079.0,1511.0
12,121,Florida,Suwannee County,2000,34844.0,FL,36352.0,2996.0
12,123,Florida,Taylor County,2000,19256.0,FL,37408.0,3939.0
12,125,Florida,Union County,2000,13442.0,FL,41794.0,2421.0
12,127,Florida,Volusia County,2000,443343.0,FL,44400.0,707.0
12,129,Florida,Wakulla County,2000,22863.0,FL,53301.0,4288.0
12,131,Florida,Walton County,2000,40601.0,FL,47273.0,2310.0
12,133,Florida,Washington County,2000,20973.0,FL,36216.0,3523.0
13,1,Georgia,Appling County,2000,17419.0,GA,36155.0,3421.0
13,3,Georgia,Atkinson County,2000,7609.0,GA,33834.0,2102.0
13,5,Georgia,Bacon County,2000,10103.0,GA,31429.0,2399.0
13,7,Georgia,Baker County,2000,4074.0,GA,27462.0,8328.0
13,9,Georgia,Baldwin County,2000,44700.0,GA,37237.0,2319.0
13,11,Georgia,Banks County,2000,14422.0,GA,40455.0,3888.0
13,13,Georgia,Barrow County,2000,46144.0,GA,48958.0,2093.0
13,15,Georgia,Bartow County,2000,76019.0,GA,49216.0,1978.0
13,17,Georgia,Ben Hill County,2000,17484.0,GA,30134.0,4546.0
13,19,Georgia,Berrien County,2000,16235.0,GA,32202.0,3497.0
13,21,Georgia,Bibb County,2000,153887.0,GA,38798.0,1666.0
13,23,Georgia,Bleckley County,2000,11666.0,GA,35661.0,6241.0
13,25,Georgia,Brantley County,2000,14629.0,GA,37343.0,3149.0
13,27,Georgia,Brooks County,2000,16450.0,GA,41309.0,5645.0
13,29,Georgia,Bryan County,2000,23417.0,GA,63244.0,3489.0
13,31,Georgia,Bulloch County,2000,55983.0,GA,34327.0,1554.0
13,33,Georgia,Burke County,2000,22243.0,GA,33155.0,2788.0
13,35,Georgia,Butts County,2000,19522.0,GA,52257.0,6350.0
13,37,Georgia,Calhoun County,2000,6320.0,GA,30522.0,6209.0
13,39,Georgia,Camden County,2000,43664.0,GA,49230.0,2238.0
13,43,Georgia,Candler County,2000,9577.0,GA,35828.0,4162.0
13,45,Georgia,Carroll County,2000,87268.0,GA,45559.0,1656.0
13,47,Georgia,Catoosa County,2000,53282.0,GA,46544.0,2369.0
13,49,Georgia,Charlton County,2000,10282.0,GA,40850.0,5494.0
13,51,Georgia,Chatham County,2000,232048.0,GA,44928.0,1107.0
13,53,Georgia,Chattahoochee County,2000,14882.0,GA,51089.0,4823.0
13,55,Georgia,Chattooga County,2000,25470.0,GA,32419.0,1909.0
13,57,Georgia,Cherokee County,2000,141903.0,GA,66320.0,1319.0
13,59,Georgia,Clarke County,2000,101489.0,GA,34253.0,1467.0
13,61,Georgia,Clay County,2000,3357.0,GA,26250.0,3802.0
13,63,Georgia,Clayton County,2000,236517.0,GA,43311.0,817.0
13,65,Georgia,Clinch County,2000,6878.0,GA,31963.0,7174.0
13,67,Georgia,Cobb County,2000,607751.0,GA,65522.0,808.0
