,BUYER_STATE,BUYER_COUNTY,Year,MME
2598,GA,ATKINSON,2009,2005.6088625
2599,GA,ATKINSON,2010,3106.0236825
2600,GA,ATKINSON,2011,2870.52858
2601,GA,ATKINSON,2012,2978.7200325
2602,GA,BACON,2006,4586.778211
2603,GA,BACON,2007,7998.442163
2604,GA,BACON,2008,8383.9391783625
2605,GA,BACON,2009,12906.855975
2606,GA,BACON,2010,29123.6120925
2607,GA,BACON,2011,23285.3839875
2608,GA,BACON,2012,16248.75255
2609,GA,BAKER,2006,9.6516
2610,GA,BALDWIN,2006,11069.7050103625
2611,GA,BALDWIN,2007,13630.32200385
2612,GA,BALDWIN,2008,15204.1403065625
2613,GA,BALDWIN,2009,16125.3095161125
2614,GA,BALDWIN,2010,18814.5315225
2615,GA,BALDWIN,2011,20120.8646280375
2616,GA,BALDWIN,2012,22942.5544125
2617,GA,BANKS,2006,2454.162715
2618,GA,BANKS,2007,2930.5352475
2619,GA,BANKS,2008,4608.204394
2620,GA,BANKS,2009,5330.3746125
2621,GA,BANKS,2010,7330.7467875
2622,GA,BANKS,2011,7995.98298
2623,GA,BANKS,2012,6478.3988025
2624,GA,BARROW,2006,17712.1333818625
2625,GA,BARROW,2007,22663.8179295
2626,GA,BARROW,2008,25216.6019438625
2627,GA,BARROW,2009,28692.50904
2628,GA,BARROW,2010,34411.36887
2629,GA,BARROW,2011,34071.2700759
2630,GA,BARROW,2012,33610.9932197625
2631,GA,BARTOW,2006,29031.607688625
2632,GA,BARTOW,2007,34525.260882212504
2633,GA,BARTOW,2008,37849.96962595
2634,GA,BARTOW,2009,43976.56332
2635,GA,BARTOW,2010,62633.336551125
2636,GA,BARTOW,2011,64528.190599312504
2637,GA,BARTOW,2012,61299.9148015875
2638,GA,BEN HILL,2006,2999.8909025
2639,GA,BEN HILL,2007,3955.060957
2640,GA,BEN HILL,2008,4798.918995
2641,GA,BEN HILL,2009,5480.413275
2642,GA,BEN HILL,2010,6330.2508825
2643,GA,BEN HILL,2011,7470.75876
2644,GA,BEN HILL,2012,7793.140815
2645,GA,BERRIEN,2006,3771.4821945
2646,GA,BERRIEN,2007,3943.5540013625
2647,GA,BERRIEN,2008,4507.466022
2648,GA,BERRIEN,2009,4766.24703
2649,GA,BERRIEN,2010,5580.1852275
2650,GA,BERRIEN,2011,5972.19675
2651,GA,BERRIEN,2012,6733.548645
2652,GA,BIBB,2006,82240.635748375
2653,GA,BIBB,2007,92993.40865725
2654,GA,BIBB,2008,105340.4674776875
2655,GA,BIBB,2009,107141.842284675
2656,GA,BIBB,2010,126623.32412445
2657,GA,BIBB,2011,140103.9923418
2658,GA,BIBB,2012,138379.0748245125
2659,GA,BLECKLEY,2006,4733.6288985
2660,GA,BLECKLEY,2007,5675.4335103625
2661,GA,BLECKLEY,2008,6134.172832725
2662,GA,BLECKLEY,2009,6769.5664050000005
2663,GA,BLECKLEY,2010,10430.5725488625
2664,GA,BLECKLEY,2011,11652.8264025
2665,GA,BLECKLEY,2012,12193.794705
2666,GA,BRANTLEY,2006,4096.568688
2667,GA,BRANTLEY,2007,3927.2906159999998
2668,GA,BRANTLEY,2008,5551.1047125000005
2669,GA,BRANTLEY,2009,7329.87345
2670,GA,BRANTLEY,2010,10950.6673125
2671,GA,BRANTLEY,2011,7925.9838375
2672,GA,BRANTLEY,2012,5926.965225
2673,GA,BROOKS,2006,3331.2598775
2674,GA,BROOKS,2007,4163.5084325
2675,GA,BROOKS,2008,4189.16385
2676,GA,BROOKS,2009,7053.685275
2677,GA,BROOKS,2010,8789.1209175
2678,GA,BROOKS,2011,15385.2939525
2679,GA,BROOKS,2012,17742.9973125
2680,GA,BRYAN,2006,9074.0786615
2681,GA,BRYAN,2007,9806.65047
2682,GA,BRYAN,2008,9636.87642
2683,GA,BRYAN,2009,11675.065245
2684,GA,BRYAN,2010,16444.008587472
2685,GA,BRYAN,2011,16565.8606046625
2686,GA,BRYAN,2012,18906.1919520375
2687,GA,BULLOCH,2006,9142.968817500001
2688,GA,BULLOCH,2007,11395.1394475875
2689,GA,BULLOCH,2008,13594.5465020375
2690,GA,BULLOCH,2009,14044.9851347625
2691,GA,BULLOCH,2010,19510.5685552125
2692,GA,BULLOCH,2011,19002.412651125
2693,GA,BULLOCH,2012,19664.2771402125
2694,GA,BURKE,2006,2119.854585
2695,GA,BURKE,2007,2717.98083
2696,GA,BURKE,2008,3068.9664975
2697,GA,BURKE,2009,3431.0093438625
2698,GA,BURKE,2010,4571.417625
2699,GA,BURKE,2011,5194.4693025
2700,GA,BURKE,2012,5442.739005
2701,GA,BUTTS,2006,10585.2458685
2702,GA,BUTTS,2007,10718.1712318625
2703,GA,BUTTS,2008,11565.703656
2704,GA,BUTTS,2009,6914.6331788625
2705,GA,BUTTS,2010,10456.509360225
2706,GA,BUTTS,2011,13580.8962863625
2707,GA,BUTTS,2012,16646.4942863625
2708,GA,CALHOUN,2006,335.791116
2709,GA,CALHOUN,2007,316.4266463625
2710,GA,CALHOUN,2008,365.53745835
2711,GA,CALHOUN,2009,432.097637925
2712,GA,CALHOUN,2010,581.732312925
2713,GA,CALHOUN,2011,772.5252733875
2714,GA,CALHOUN,2012,821.658649725
2715,GA,CAMDEN,2006,23295.8201863125
2716,GA,CAMDEN,2007,27123.027022725
2717,GA,CAMDEN,2008,21628.25648795
2718,GA,CAMDEN,2009,17097.06384645
2719,GA,CAMDEN,2010,22683.13492005
2720,GA,CAMDEN,2011,22363.2426431625
2721,GA,CAMDEN,2012,23490.736215
2722,GA,CANDLER,2006,2381.031708
2723,GA,CANDLER,2007,2504.3532885
2724,GA,CANDLER,2008,2798.77245
2725,GA,CANDLER,2009,3462.3951375
2726,GA,CANDLER,2010,4366.9468275
2727,GA,CANDLER,2011,4342.66188
2728,GA,CANDLER,2012,5326.83783
2729,GA,CARROLL,2006,52836.8223227625
2730,GA,CARROLL,2007,57215.121408975
2731,GA,CARROLL,2008,59909.25010735
2732,GA,CARROLL,2009,68784.2005690875
2733,GA,CARROLL,2010,72584.76198795
2734,GA,CARROLL,2011,76282.27665045
2735,GA,CARROLL,2012,76353.8759736
2736,GA,CATOOSA,2006,18045.5298588625
2737,GA,CATOOSA,2007,22704.1543708625
2738,GA,CATOOSA,2008,26866.4763548125
2739,GA,CATOOSA,2009,31446.7914675
2740,GA,CATOOSA,2010,41293.303905
2741,GA,CATOOSA,2011,40756.0693125
2742,GA,CATOOSA,2012,47386.0066688625
2743,GA,CHARLTON,2006,1999.95525285
2744,GA,CHARLTON,2007,1929.433845975
2745,GA,CHARLTON,2008,1923.4509072375
2746,GA,CHARLTON,2009,2423.367526125
2747,GA,CHARLTON,2010,5409.898725
2748,GA,CHARLTON,2011,5204.0972081625005
2749,GA,CHARLTON,2012,4904.913983625
2750,GA,CHATHAM,2006,51483.071977412
2751,GA,CHATHAM,2007,56542.0829022
2752,GA,CHATHAM,2008,62655.3416017
2753,GA,CHATHAM,2009,69361.0852044
2754,GA,CHATHAM,2010,82625.224046925
2755,GA,CHATHAM,2011,97307.153808375
2756,GA,CHATHAM,2012,101158.8922192875
2757,GA,CHATTOOGA,2006,7965.2576811750005
2758,GA,CHATTOOGA,2007,9709.294792725
2759,GA,CHATTOOGA,2008,10390.2185475875
2760,GA,CHATTOOGA,2009,11867.564648175001
2761,GA,CHATTOOGA,2010,12922.9018725
2762,GA,CHATTOOGA,2011,14430.8304038625
2763,GA,CHATTOOGA,2012,15202.9594425
2764,GA,CHEROKEE,2006,39825.9139783145
2765,GA,CHEROKEE,2007,49550.7656727875
2766,GA,CHEROKEE,2008,57124.9160397
2767,GA,CHEROKEE,2009,65421.9752876625
2768,GA,CHEROKEE,2010,80622.0173423625
2769,GA,CHEROKEE,2011,95668.6578842625
2770,GA,CHEROKEE,2012,76777.3989271875
2771,GA,CLARKE,2006,39075.025614975
2772,GA,CLARKE,2007,49638.036499825
2773,GA,CLARKE,2008,56575.8145161875
2774,GA,CLARKE,2009,60856.6707222375
2775,GA,CLARKE,2010,66387.4836532125
2776,GA,CLARKE,2011,80334.7123783875
2777,GA,CLARKE,2012,82501.60596225
2778,GA,CLAY,2006,734.4744375
2779,GA,CLAY,2007,682.1294174999999
2780,GA,CLAY,2008,753.0275775
2781,GA,CLAY,2009,770.46495
2782,GA,CLAY,2010,1106.9121
2783,GA,CLAY,2011,796.3042875
2784,GA,CLAY,2012,560.308575
2785,GA,CLAYTON,2006,32395.982910175
2786,GA,CLAYTON,2007,37904.7964171625
2787,GA,CLAYTON,2008,47524.0962295625
2788,GA,CLAYTON,2009,52830.613863525
2789,GA,CLAYTON,2010,68738.2213797375
2790,GA,CLAYTON,2011,72903.96607905
2791,GA,CLAYTON,2012,56627.5386665625
2792,GA,CLINCH,2006,2043.476001
2793,GA,CLINCH,2007,2768.719646
2794,GA,CLINCH,2008,3073.6119338625
2795,GA,CLINCH,2009,3223.577325
2796,GA,CLINCH,2010,4095.2140275
2797,GA,CLINCH,2011,4602.09921
2798,GA,CLINCH,2012,4592.8220063625
2799,GA,COBB,2006,142265.1213649375
2800,GA,COBB,2007,159854.90544145
2801,GA,COBB,2008,178359.7664177
2802,GA,COBB,2009,205475.8516324125
2803,GA,COBB,2010,238516.3356989625
2804,GA,COBB,2011,272506.4223406875
2805,GA,COBB,2012,238414.9237840125
2806,GA,COFFEE,2006,18291.43113745
2807,GA,COFFEE,2007,17141.384222225
2808,GA,COFFEE,2008,19587.6475
2809,GA,COFFEE,2009,22430.2331925
2810,GA,COFFEE,2010,47033.436138862504
2811,GA,COFFEE,2011,52412.25936045
2812,GA,COFFEE,2012,34072.8370838625
2813,GA,COLQUITT,2006,4909.5418605375
2814,GA,COLQUITT,2007,6668.091213075
2815,GA,COLQUITT,2008,8022.176891625
2816,GA,COLQUITT,2009,8194.6476715875
2817,GA,COLQUITT,2010,10448.771415225001
2818,GA,COLQUITT,2011,10441.36332
2819,GA,COLQUITT,2012,11538.465547725
2820,GA,COLUMBIA,2006,23295.355943225
2821,GA,COLUMBIA,2007,27718.176415
2822,GA,COLUMBIA,2008,30271.488338675
2823,GA,COLUMBIA,2009,35478.4817972625
2824,GA,COLUMBIA,2010,39528.7066390875
2825,GA,COLUMBIA,2011,49442.606886225
2826,GA,COLUMBIA,2012,49549.1964526875
2827,GA,COOK,2006,2461.3225015
2828,GA,COOK,2007,2650.2052025
2829,GA,COOK,2008,3705.4777875
2830,GA,COOK,2009,3966.7213500000003
2831,GA,COOK,2010,5658.7133475
2832,GA,COOK,2011,6299.567865
2833,GA,COOK,2012,5873.07672
2834,GA,COWETA,2006,21746.7000015
2835,GA,COWETA,2007,25365.9470482125
2836,GA,COWETA,2008,29889.1807380375
2837,GA,COWETA,2009,35730.1690172625
2838,GA,COWETA,2010,40254.84671295
2839,GA,COWETA,2011,60963.1869495375
2840,GA,COWETA,2012,45984.5812774875
2841,GA,CRAWFORD,2006,846.4846875000001
2842,GA,CRAWFORD,2007,1065.13908
2843,GA,CRAWFORD,2008,1191.9975
2844,GA,CRAWFORD,2009,1173.4229775
2845,GA,CRAWFORD,2010,1934.7173625
2846,GA,CRAWFORD,2011,1994.031525
2847,GA,CRAWFORD,2012,2306.1873375
2848,GA,CRISP,2006,4993.022424
2849,GA,CRISP,2007,5549.3294158625
2850,GA,CRISP,2008,5917.923433725
2851,GA,CRISP,2009,6552.4354765875
2852,GA,CRISP,2010,7973.9743275
2853,GA,CRISP,2011,8737.8901013625
2854,GA,CRISP,2012,9762.026291587501
2855,GA,DADE,2006,4147.4320285
2856,GA,DADE,2007,5373.2645055
2857,GA,DADE,2008,6268.744413
2858,GA,DADE,2009,7035.6148575
2859,GA,DADE,2010,8279.6910825
2860,GA,DADE,2011,7805.2488038625
2861,GA,DADE,2012,7835.832375
2862,GA,DAWSON,2006,9113.889742
2863,GA,DAWSON,2007,9980.611268725
2864,GA,DAWSON,2008,11166.2495272
2865,GA,DAWSON,2009,12036.0233756625
2866,GA,DAWSON,2010,12458.42795295
2867,GA,DAWSON,2011,12535.3065413625
2868,GA,DAWSON,2012,12577.9160738625
2869,GA,DECATUR,2006,5450.1821899999995
2870,GA,DECATUR,2007,6498.0851158625
2871,GA,DECATUR,2008,7571.150938
2872,GA,DECATUR,2009,8857.2256130625
2873,GA,DECATUR,2010,8152.208544075
2874,GA,DECATUR,2011,9223.0834704375
2875,GA,DECATUR,2012,10005.86418135
2876,GA,DEKALB,2006,64811.0074827125
2877,GA,DEKALB,2007,74390.3302697625
2878,GA,DEKALB,2008,85291.170137926
2879,GA,DEKALB,2009,95525.6412211505
2880,GA,DEKALB,2010,114484.1949200625
2881,GA,DEKALB,2011,132659.16322035
2882,GA,DEKALB,2012,129316.71358916251
2883,GA,DODGE,2006,7700.920957725
2884,GA,DODGE,2007,9479.0826750875
2885,GA,DODGE,2008,10191.8438325
2886,GA,DODGE,2009,10153.3508625
2887,GA,DODGE,2010,10397.302245
2888,GA,DODGE,2011,12740.1833963625
2889,GA,DODGE,2012,13449.8685075
2890,GA,DOOLY,2006,693.151227
2891,GA,DOOLY,2007,574.8396195
2892,GA,DOOLY,2008,625.0068675
2893,GA,DOOLY,2009,518.1316275
2894,GA,DOOLY,2010,929.4952499999999
2895,GA,DOOLY,2011,831.6315375
2896,GA,DOOLY,2012,857.18619
2897,GA,DOUGHERTY,2006,15793.530142725
2898,GA,DOUGHERTY,2007,16069.91925785
2899,GA,DOUGHERTY,2008,18057.377613225
2900,GA,DOUGHERTY,2009,21433.515003825
2901,GA,DOUGHERTY,2010,25066.426170225
2902,GA,DOUGHERTY,2011,29021.617369312502
2903,GA,DOUGHERTY,2012,31634.6766384
2904,GA,DOUGLAS,2006,35668.30837245
2905,GA,DOUGLAS,2007,42462.2560131625
2906,GA,DOUGLAS,2008,51642.592885575
2907,GA,DOUGLAS,2009,65538.3401595375
2908,GA,DOUGLAS,2010,80407.64114771251
2909,GA,DOUGLAS,2011,98187.61233817501
2910,GA,DOUGLAS,2012,69229.2459599625
2911,GA,EARLY,2006,977.2840125
2912,GA,EARLY,2007,1406.139879725
2913,GA,EARLY,2008,1673.1304920375
2914,GA,EARLY,2009,1689.5518240874999
2915,GA,EARLY,2010,1640.9943638625
2916,GA,EARLY,2011,1748.255925225
2917,GA,EARLY,2012,1941.3429375
2918,GA,EFFINGHAM,2006,6862.4718092250005
2919,GA,EFFINGHAM,2007,8631.0649768625
2920,GA,EFFINGHAM,2008,9306.2356755
2921,GA,EFFINGHAM,2009,10839.999555
2922,GA,EFFINGHAM,2010,10935.415777725
2923,GA,EFFINGHAM,2011,12708.306435
2924,GA,EFFINGHAM,2012,13752.6900675
2925,GA,ELBERT,2006,7556.672482
2926,GA,ELBERT,2007,8698.8975475
2927,GA,ELBERT,2008,10830.8322785
2928,GA,ELBERT,2009,10518.18012
2929,GA,ELBERT,2010,11271.8032125
2930,GA,ELBERT,2011,11048.9819625
2931,GA,ELBERT,2012,11702.9000559
2932,GA,EMANUEL,2006,8887.7368725
2933,GA,EMANUEL,2007,9642.899081
2934,GA,EMANUEL,2008,11300.1004125
2935,GA,EMANUEL,2009,8834.3665388625
2936,GA,EMANUEL,2010,12312.7328925
2937,GA,EMANUEL,2011,13627.770285225
2938,GA,EMANUEL,2012,13752.4746843
2939,GA,EVANS,2006,4318.897941
2940,GA,EVANS,2007,5490.012335
2941,GA,EVANS,2008,6166.5833775
2942,GA,EVANS,2009,5969.13054
2943,GA,EVANS,2010,7041.554535
2944,GA,EVANS,2011,8073.227715
2945,GA,EVANS,2012,7630.125585
2946,GA,FANNIN,2006,8589.841474
2947,GA,FANNIN,2007,11839.5071505
2948,GA,FANNIN,2008,13813.790705
2949,GA,FANNIN,2009,18341.772638175
2950,GA,FANNIN,2010,23418.773801362502
2951,GA,FANNIN,2011,18193.813170675
2952,GA,FANNIN,2012,17950.2559020375
2953,GA,FAYETTE,2006,22585.723255711
2954,GA,FAYETTE,2007,24898.482200839502
2955,GA,FAYETTE,2008,26421.2094834275
2956,GA,FAYETTE,2009,29384.1087349125
2957,GA,FAYETTE,2010,30660.98262465
2958,GA,FAYETTE,2011,35016.721342725
2959,GA,FAYETTE,2012,35786.0388640875
2960,GA,FLOYD,2006,43319.73600995
2961,GA,FLOYD,2007,50949.982310575004
2962,GA,FLOYD,2008,55643.388875900004
2963,GA,FLOYD,2009,60090.1332340875
2964,GA,FLOYD,2010,64480.0320938625
2965,GA,FLOYD,2011,73599.50484045
2966,GA,FLOYD,2012,73445.994564975
2967,GA,FORSYTH,2006,23957.384936725
2968,GA,FORSYTH,2007,30946.08941045
2969,GA,FORSYTH,2008,35995.204098225004
2970,GA,FORSYTH,2009,49880.47563795
2971,GA,FORSYTH,2010,57494.161207950005
2972,GA,FORSYTH,2011,60955.79370045
2973,GA,FORSYTH,2012,60962.1109243125
2974,GA,FRANKLIN,2006,13745.2491438625
2975,GA,FRANKLIN,2007,16023.043025
2976,GA,FRANKLIN,2008,17553.7559375
2977,GA,FRANKLIN,2009,19573.50765
2978,GA,FRANKLIN,2010,23194.6388775
2979,GA,FRANKLIN,2011,26354.97107295
2980,GA,FRANKLIN,2012,26069.729107725
2981,GA,FULTON,2006,124059.833831474
2982,GA,FULTON,2007,143243.171099275
2983,GA,FULTON,2008,157442.0189747125
2984,GA,FULTON,2009,193804.9752759
2985,GA,FULTON,2010,249173.4737865375
2986,GA,FULTON,2011,266960.8808898375
2987,GA,FULTON,2012,228820.27510695
2988,GA,GILMER,2006,10316.900070725
2989,GA,GILMER,2007,12522.30674145
2990,GA,GILMER,2008,15726.20581385
2991,GA,GILMER,2009,17856.1497802125
2992,GA,GILMER,2010,20281.1984599875
2993,GA,GILMER,2011,20971.32046635
2994,GA,GILMER,2012,19647.8358084
2995,GA,GLASCOCK,2006,0.3027
2996,GA,GLASCOCK,2007,1.2108
2997,GA,GLASCOCK,2008,1.2108
2998,GA,GLYNN,2006,23975.292711000002
2999,GA,GLYNN,2007,29939.8067393625
3000,GA,GLYNN,2008,30444.50996645
3001,GA,GLYNN,2009,37155.5861260875
3002,GA,GLYNN,2010,54681.3081712875
3003,GA,GLYNN,2011,49924.365217725004
3004,GA,GLYNN,2012,35013.2411934
3005,GA,GORDON,2006,13377.658454
3006,GA,GORDON,2007,16484.9917485
3007,GA,GORDON,2008,18083.2665675
3008,GA,GORDON,2009,19382.1980325
3009,GA,GORDON,2010,27144.790425
3010,GA,GORDON,2011,25952.4943725
3011,GA,GORDON,2012,24075.7490220375
3012,GA,GRADY,2006,2266.5569585
3013,GA,GRADY,2007,2793.315912
3014,GA,GRADY,2008,2959.758471
3015,GA,GRADY,2009,3091.5672825
3016,GA,GRADY,2010,4079.5264088625
3017,GA,GRADY,2011,5123.661510225
3018,GA,GRADY,2012,6388.069935225
3019,GA,GREENE,2006,3760.173401725
3020,GA,GREENE,2007,4626.8947395000005
3021,GA,GREENE,2008,5677.7115668625
3022,GA,GREENE,2009,6041.123430225
3023,GA,GREENE,2010,6979.7287238625
3024,GA,GREENE,2011,8809.313700675
3025,GA,GREENE,2012,9380.2422795375
3026,GA,GWINNETT,2006,105160.1331098155
3027,GA,GWINNETT,2007,120667.080583125
3028,GA,GWINNETT,2008,132376.90603785
3029,GA,GWINNETT,2009,146513.8371731625
3030,GA,GWINNETT,2010,180745.407406575
3031,GA,GWINNETT,2011,211691.5332206625
3032,GA,GWINNETT,2012,205313.57711223752
3033,GA,HABERSHAM,2006,11947.39446645
3034,GA,HABERSHAM,2007,14530.0602133625
3035,GA,HABERSHAM,2008,17505.962451225
3036,GA,HABERSHAM,2009,21287.090153175
3037,GA,HABERSHAM,2010,21222.6356775
3038,GA,HABERSHAM,2011,21943.69392
3039,GA,HABERSHAM,2012,20488.7100208125
3040,GA,HALL,2006,37456.7644418
3041,GA,HALL,2007,45313.392090375
3042,GA,HALL,2008,52573.0644708875
3043,GA,HALL,2009,63283.7038434
3044,GA,HALL,2010,80698.4131770375
3045,GA,HALL,2011,79414.024673625
3046,GA,HALL,2012,76006.8961856625
3047,GA,HANCOCK,2006,581.501147
3048,GA,HANCOCK,2007,576.72885
3049,GA,HANCOCK,2008,657.8400735
3050,GA,HANCOCK,2009,595.8315
3051,GA,HANCOCK,2010,1047.700275
3052,GA,HANCOCK,2011,844.3413375
3053,GA,HANCOCK,2012,924.131955
3054,GA,HARALSON,2006,25999.72302845
3055,GA,HARALSON,2007,29705.6302296625
3056,GA,HARALSON,2008,28948.4465137875
3057,GA,HARALSON,2009,32680.2207654375
3058,GA,HARALSON,2010,35773.4206518
3059,GA,HARALSON,2011,38540.497350675
3060,GA,HARALSON,2012,38605.7293406625
3061,GA,HARRIS,2006,655.4507625
3062,GA,HARRIS,2007,711.6140475
3063,GA,HARRIS,2008,764.8291125000001
3064,GA,HARRIS,2009,846.3689625000001
3065,GA,HARRIS,2010,1156.4253
3066,GA,HARRIS,2011,1146.11265
3067,GA,HARRIS,2012,1146.986565
3068,GA,HART,2006,8871.4578204375
3069,GA,HART,2007,9080.0865036625
3070,GA,HART,2008,11074.5567935
3071,GA,HART,2009,12296.3361038625
3072,GA,HART,2010,11633.2914
3073,GA,HART,2011,13391.4260740875
3074,GA,HART,2012,12007.8274303125
3075,GA,HEARD,2006,1032.8392125
3076,GA,HEARD,2007,1358.4615000000001
3077,GA,HEARD,2008,2239.467885
3078,GA,HEARD,2009,2661.3890025
3079,GA,HEARD,2010,2616.4175147625
3080,GA,HEARD,2011,3072.9600038625
3081,GA,HEARD,2012,2555.73825
3082,GA,HENRY,2006,38097.24957895
3083,GA,HENRY,2007,44744.02472275
3084,GA,HENRY,2008,47665.33142065
3085,GA,HENRY,2009,57436.7201601
3086,GA,HENRY,2010,70250.5994065875
3087,GA,HENRY,2011,81436.83070226251
3088,GA,HENRY,2012,76409.2350808875
3089,GA,HOUSTON,2006,32261.0623670875
3090,GA,HOUSTON,2007,38332.588405175
3091,GA,HOUSTON,2008,44371.7757220875
3092,GA,HOUSTON,2009,48572.9619554625
3093,GA,HOUSTON,2010,58661.7509185875
3094,GA,HOUSTON,2011,68624.67195795
3095,GA,HOUSTON,2012,65074.3969990875
3096,GA,IRWIN,2006,761.77554
3097,GA,IRWIN,2007,893.4401475
3098,GA,IRWIN,2008,1155.136065
3099,GA,IRWIN,2009,1012.0572374999999
3100,GA,IRWIN,2010,1558.541385
3101,GA,IRWIN,2011,1565.8199625
3102,GA,IRWIN,2012,1710.3516525
3103,GA,JACKSON,2006,12812.3629857125
3104,GA,JACKSON,2007,15744.6413860625
3105,GA,JACKSON,2008,21542.6421467875
3106,GA,JACKSON,2009,27167.430782025
3107,GA,JACKSON,2010,35112.8406018
3108,GA,JACKSON,2011,40138.7458165875
3109,GA,JACKSON,2012,42902.748045225
3110,GA,JASPER,2006,1836.0334575
3111,GA,JASPER,2007,2346.089955
3112,GA,JASPER,2008,3010.249062
3113,GA,JASPER,2009,2751.4648163625
3114,GA,JASPER,2010,3938.617005
3115,GA,JASPER,2011,3516.2240625
3116,GA,JASPER,2012,3691.416045
3117,GA,JEFF DAVIS,2006,3197.612133
3118,GA,JEFF DAVIS,2007,3496.7048363625
3119,GA,JEFF DAVIS,2008,4085.3265579
3120,GA,JEFF DAVIS,2009,4498.4704247624995
3121,GA,JEFF DAVIS,2010,7739.687100675
3122,GA,JEFF DAVIS,2011,13820.1305343
3123,GA,JEFF DAVIS,2012,12265.5175393125
3124,GA,JEFFERSON,2006,4767.473793
3125,GA,JEFFERSON,2007,4064.5081165
3126,GA,JEFFERSON,2008,4015.1129525
3127,GA,JEFFERSON,2009,4543.01469
3128,GA,JEFFERSON,2010,5818.7808788625
3129,GA,JEFFERSON,2011,8458.9502701125
3130,GA,JEFFERSON,2012,8648.1158140875
3131,GA,JENKINS,2006,2176.26834
3132,GA,JENKINS,2007,1964.5942755
3133,GA,JENKINS,2008,2288.0149275
3134,GA,JENKINS,2009,1956.2424375
3135,GA,JENKINS,2010,2533.6706925
3136,GA,JENKINS,2011,2910.970755
3137,GA,JENKINS,2012,3143.3681625
3138,GA,JOHNSON,2006,1587.3047175
3139,GA,JOHNSON,2007,2149.062204
3140,GA,JOHNSON,2008,1779.775221
3141,GA,JOHNSON,2009,1680.0282975
3142,GA,JOHNSON,2010,2264.22015
3143,GA,JOHNSON,2011,2311.1228175
3144,GA,JOHNSON,2012,2295.0796575
3145,GA,JONES,2006,2561.9293990875
3146,GA,JONES,2007,3099.8036765875
3147,GA,JONES,2008,4622.041185225
3148,GA,JONES,2009,6092.83965885
3149,GA,JONES,2010,8052.2042570250005
3150,GA,JONES,2011,8155.0251656625005
3151,GA,JONES,2012,7927.6744077
3152,GA,LAMAR,2006,2418.094406
3153,GA,LAMAR,2007,3403.1863415
3154,GA,LAMAR,2008,3927.2476
3155,GA,LAMAR,2009,4476.58557
3156,GA,LAMAR,2010,5158.8149798625
3157,GA,LAMAR,2011,5900.3279288625
3158,GA,LAMAR,2012,5607.657645
3159,GA,LANIER,2006,1711.735405
3160,GA,LANIER,2007,1613.558561
3161,GA,LANIER,2008,1655.1745635
3162,GA,LANIER,2009,1839.8250075
3163,GA,LANIER,2010,2123.39949
3164,GA,LANIER,2011,2455.9480125
3165,GA,LANIER,2012,2078.6941575
3166,GA,LAURENS,2006,19345.9047525
3167,GA,LAURENS,2007,22184.4845259
3168,GA,LAURENS,2008,24830.156796575
3169,GA,LAURENS,2009,23876.2226683875
3170,GA,LAURENS,2010,28997.2641665625
3171,GA,LAURENS,2011,30367.2038908875
3172,GA,LAURENS,2012,32343.5889738375
3173,GA,LEE,2006,1091.53545
3174,GA,LEE,2007,1354.5731700000001
3175,GA,LEE,2008,1489.5292913625
3176,GA,LEE,2009,1678.6992075
3177,GA,LEE,2010,1697.7578625
3178,GA,LEE,2011,3322.461405
3179,GA,LEE,2012,4526.186317725
3180,GA,LIBERTY,2006,4391.264295
3181,GA,LIBERTY,2007,5859.982584
3182,GA,LIBERTY,2008,6851.4206423625
3183,GA,LIBERTY,2009,7281.0878438625
3184,GA,LIBERTY,2010,9553.121467500001
3185,GA,LIBERTY,2011,11787.53826
3186,GA,LIBERTY,2012,12729.4128
3187,GA,LINCOLN,2006,1521.472755
3188,GA,LINCOLN,2007,1652.901156
3189,GA,LINCOLN,2008,1878.0909
3190,GA,LINCOLN,2009,2053.8586125
3191,GA,LINCOLN,2010,2481.02835
3192,GA,LINCOLN,2011,2361.338325
3193,GA,LINCOLN,2012,2388.305251125
3194,GA,LONG,2006,486.6022875
3195,GA,LONG,2007,600.360858
3196,GA,LONG,2008,857.5448925000001
3197,GA,LONG,2009,990.1371
3198,GA,LONG,2010,1613.7128025
3199,GA,LONG,2011,1547.4876075
3200,GA,LONG,2012,1995.9483300000002
3201,GA,LOWNDES,2006,19503.7975433625
3202,GA,LOWNDES,2007,23655.470876625
3203,GA,LOWNDES,2008,30144.940688900002
3204,GA,LOWNDES,2009,32582.3709451125
3205,GA,LOWNDES,2010,36384.2091195375
3206,GA,LOWNDES,2011,43439.7602559
3207,GA,LOWNDES,2012,46025.040555225
3208,GA,LUMPKIN,2006,3244.08257
3209,GA,LUMPKIN,2007,4226.592227
3210,GA,LUMPKIN,2008,4347.62999
3211,GA,LUMPKIN,2009,4817.3695015875
3212,GA,LUMPKIN,2010,6068.94969
3213,GA,LUMPKIN,2011,7648.0113525
3214,GA,LUMPKIN,2012,8761.737682500001
3215,GA,MACON,2006,3507.058279125
3216,GA,MACON,2007,3518.6015840625
3217,GA,MACON,2008,4021.1026111124997
3218,GA,MACON,2009,4013.6454656625
3219,GA,MACON,2010,5172.0607147499995
3220,GA,MACON,2011,4317.2204527124995
3221,GA,MACON,2012,5015.0735679375
3222,GA,MADISON,2006,8037.4032643625005
3223,GA,MADISON,2007,10659.215516225
3224,GA,MADISON,2008,12059.8559365
